paper_code,source_question_ref,id
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q057,ae4fa388-f37a-4207-bfe8-8a8e52e8c756
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q059,6b4c5607-cba5-49dd-814b-711f897009a1
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q061,674b0c5c-7e3f-47ff-8660-fe58f27e2970
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q063,54ff0ab2-c21c-4d58-879e-130bb4e9b70f
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q065,70a66654-20e0-4661-840c-9a005bca940a
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q067,9ad84c0e-3108-45ee-8450-264357161582
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q068,5a57dc55-a69b-4e47-b4ff-130b1e9c9bc7
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q070,60afca62-c255-4b75-8ad1-e814a4b68f4b
NABARD-P1-COMPUTER-KNOWLEDGE-2022-EVENING,CK-2022-Q069,5fe35043-91fc-4f53-a77d-e45857628b76
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q071,e141a5e4-5113-482b-9d50-3a33487faa03
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q072,2e51aef4-7493-401f-937d-75937f498f46
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q073,1237c232-c219-4e9e-a283-f8ef0741cbf5
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q075,b9929d55-ecbd-4cd1-ae4b-303b8ff5533d
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q077,12b75198-aa30-468c-99d2-c69329944304
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q079,b84bd78d-fb1c-4adf-ac50-5681504d7f08
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q081,426a108d-f836-45f7-a1a1-1bc2f4ece5a1
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q074,b4937bd4-89a5-4313-9638-3e40752f6c70
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q076,6a67633a-b50c-42a9-9011-45201494e094
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q078,278a73d9-51bc-44f9-be61-f7ce884e0832
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q080,0018862f-c7b2-4f94-92a8-83e7a30c0504
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q082,2cdabe7c-a702-4001-b35a-3d026014a071
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q084,f556c81f-6d60-4ef5-9fad-8aec264c7ec0
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q086,dc92ccee-e93f-4b03-be14-1d2a03e4bbfc
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q088,1e8f22d7-90da-48dc-909d-d11d5426cd8f
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q083,0a7a4b42-6a48-45a5-a84a-3e838671bbbd
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q085,7a40b82c-9fe0-4634-a4e4-246876b8f10e
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q087,08fc1380-7e00-4bb5-a43c-1b081236325a
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q089,a72e684e-ef57-441c-8528-c60072f050bd
NABARD-P1-QUANTITATIVE-APTITUDE-2021,QA-2021-Q090,03e08a46-8356-4a82-b238-875283808de9
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q071,5a608a66-503b-4bb7-abe8-454d0b4d1047
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q072,2b8e24f8-a535-45a8-8f98-7edd081e6fe8
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q074,c29e7fe7-9dcd-4ec3-9716-90e9a3681eeb
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q076,d55d19c5-f49d-4377-adba-f5a789d41a53
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q078,5044a13e-2034-4f4a-9d04-567d8cbd2b21
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q073,47e6098e-f0a0-4a7f-bd6f-e94a4f7fa9b5
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q075,e6443373-7ca3-4ab8-a19c-de64976a7fae
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q077,d93ba4c6-e95b-4952-be8e-77f95c7d01dd
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q079,873684dd-2d63-4f04-9a3f-bed6eb057af8
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q081,4d443a83-9e4a-4399-9c17-64c857ef1512
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q083,0db3a112-ba93-4ac7-948a-7ae38a70ba4f
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q080,b4b437e4-436e-46f9-a5eb-ab7ad3ea6f28
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q082,10a93e31-d1ee-4691-8a25-671ffa1dfcc1
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q084,bb077f10-6f95-4feb-ac96-a304e13bcc05
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q086,3c77748d-e702-49e0-ad93-9887abca21f9
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q088,cb571b30-fcdf-4554-8047-79c9ba82a612
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q085,f1bcab2c-4029-4a9d-b69e-0850dfe828c8
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q087,7ff3553b-4a27-46d3-9a17-fb419d2bd92e
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q089,7c1ccae8-e279-490a-83ee-c8b69e0900e2
NABARD-P1-QUANTITATIVE-APTITUDE-2022-MORNING,QA-2022-Q090,a963ba80-2f74-46f0-a669-4c8768ab7231
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q092,f7a60389-cb45-4399-91fd-26da877b90ff
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q094,830d54b1-ff66-4478-8fcd-d0c1c1ab401d
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q097,c63125f3-8d46-4f43-9589-307b813e31db
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q099,46ae4d81-6d34-4006-83df-9582cffbf205
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q091,25c8f0b8-2b78-41a7-a6c6-d9949a5ae6af
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q096,45f16e64-902c-49f1-a40f-159ea27010b1
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q093,68e91ccd-30c7-46b2-988c-50e1004e871d
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q095,d4341137-3e2c-43c3-9e6c-da77260521fe
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q098,745c6157-6af5-4b24-ad89-646ff0aab432
NABARD-P1-DECISION-MAKING-2021,DM-2021-Q100,db04248a-f2fe-48fc-92e2-f60791eb04a4
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q092,d3b9b48a-a6e2-409b-b929-f3020df1976e
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q094,49f8db6f-2da4-4a54-826f-a341e55a1c69
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q091,d7eca68b-b716-4945-a686-ba42874d548f
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q093,cc6eb947-cfe9-4e9b-80dc-3e7b1a72f1ce
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q095,f168e2fb-3b58-49d1-b0aa-c8a5af1bcbab
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q097,852d9950-a47a-40dd-9bee-fa6c38dae2dd
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q096,4f458072-cd52-4c7c-944f-15db74c56947
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q098,9591217a-658c-4eab-9354-17bf67ad0008
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q100,52317b9b-bb75-4ba5-8f53-c53eecb5149f
NABARD-P1-DECISION-MAKING-2022-EVENING,DM-2022-Q099,362ba5a5-1297-400c-9289-07225f41ce84
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q001,a13429c6-4ae5-46d9-a868-380c0e38b4b9
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q003,79226c2d-7255-4c33-b97d-6858fb707ae9
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q002,4faf18e9-ef74-4a46-b047-0fca7fc09b5b
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q004,b83b0827-6ac9-4a22-837d-9f932d776d5c
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q006,c7695d8e-8712-4722-b2c3-ace594ec9478
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q008,0f691e3a-3a2a-48e8-ab96-a04d50a3cfe4
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q010,db32d749-9a14-4283-b7b7-a5b337a8bff3
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q005,aae5e006-262a-4982-b471-c0ea2be27d62
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q007,6aff76fe-4883-4ee4-a5c2-6dd55a307245
NABARD-P1-DECISION-MAKING-2023,DM-2023-Q009,f5e266a3-d51a-45d3-8224-6f6fa0d172e3
NABARD-P1-ENGLISH-2020,ENG-2020-Q022,8bd12346-61d4-4413-a0cf-7057c3bfd766
NABARD-P1-ENGLISH-2020,ENG-2020-Q024,5b78615b-218d-45a4-b772-95d8674a759b
NABARD-P1-ENGLISH-2020,ENG-2020-Q023,ebec8ea8-7be5-4594-b2a7-95fa5d65f70e
NABARD-P1-ENGLISH-2020,ENG-2020-Q025,38cbd841-30a0-44a3-98f1-a384fa5c8026
NABARD-P1-ENGLISH-2020,ENG-2020-Q021,32492a2b-b442-468e-8623-21746c10e573
NABARD-P1-ENGLISH-2020,ENG-2020-Q027,fa4354ca-50f7-4321-9aff-1bc11db094d2
NABARD-P1-ENGLISH-2020,ENG-2020-Q041,7da1ea5a-b0c8-407e-b987-fddaca38a01e
NABARD-P1-ENGLISH-2020,ENG-2020-Q043,81f408b5-b49b-45f9-a3e9-3f8f164095b4
NABARD-P1-ENGLISH-2020,ENG-2020-Q045,82bef697-dfe7-41ef-8e24-02843b2b70f3
NABARD-P1-ENGLISH-2020,ENG-2020-Q047,8a055b9d-b386-4c36-9395-aa18c25c9419
NABARD-P1-ENGLISH-2020,ENG-2020-Q049,df4a0b21-5545-4f9c-b02f-b0f020b41e34
NABARD-P1-ENGLISH-2020,ENG-2020-Q026,59df17c7-4f20-4d7e-8c70-de1a34db66f4
NABARD-P1-ENGLISH-2020,ENG-2020-Q028,b60c01d6-d870-4352-b957-412c58b18376
NABARD-P1-ENGLISH-2020,ENG-2020-Q030,010bf075-8333-426a-9292-22656d9e3dae
NABARD-P1-ENGLISH-2020,ENG-2020-Q032,b3172013-d867-4bf7-a82b-fdd02709a955
NABARD-P1-ENGLISH-2020,ENG-2020-Q034,b9515720-1929-4fbb-b61f-6ada96c1309e
NABARD-P1-ENGLISH-2020,ENG-2020-Q036,7a3835db-cf42-421c-859c-648cb2b676ab
NABARD-P1-ENGLISH-2020,ENG-2020-Q038,7d29f7a6-878e-486d-aacd-866c75374786
NABARD-P1-ENGLISH-2020,ENG-2020-Q040,fb52e0f7-a85e-430d-b631-add3e66ea7a1
NABARD-P1-ENGLISH-2020,ENG-2020-Q042,4e8e3ebc-7b22-4c2e-9118-962c90daa4d4
NABARD-P1-ENGLISH-2020,ENG-2020-Q044,0804904c-ae33-4ff9-81b8-f2859c0b764f
NABARD-P1-ENGLISH-2020,ENG-2020-Q029,54cbd359-777a-4385-bf78-14d1b411389d
NABARD-P1-ENGLISH-2020,ENG-2020-Q031,339a93eb-9be6-40a4-aa4e-f0847fd8c7a4
NABARD-P1-ENGLISH-2020,ENG-2020-Q033,67361544-1588-4663-88ca-6c40186e0e1b
NABARD-P1-ENGLISH-2020,ENG-2020-Q035,92c0b03c-d5cb-4971-9baf-bb58846b179d
NABARD-P1-ENGLISH-2020,ENG-2020-Q037,6a8d9dc5-f0ba-4685-b494-5858da75d57e
NABARD-P1-ENGLISH-2020,ENG-2020-Q039,1552eb5a-d3fb-475e-baf6-9bd2fe061d0d
NABARD-P1-ENGLISH-2020,ENG-2020-Q046,8968bb73-ee9c-445c-884a-4d56ad460607
NABARD-P1-ENGLISH-2020,ENG-2020-Q048,9749bf8e-4ff4-4ad3-b834-abdcc43abaf5
NABARD-P1-ENGLISH-2020,ENG-2020-Q050,b4bccc52-81ea-44aa-adf6-b9a9d99aa20b
NABARD-P1-ENGLISH-2020,ENG-2020-Q051,54923258-b6bf-48bc-8b62-2cc83540eb7c
NABARD-P1-ENGLISH-2020,ENG-2020-Q053,2eda746b-950e-4c0a-9df9-dc494cf2ca5b
NABARD-P1-ENGLISH-2020,ENG-2020-Q055,1a8b9ff1-f3ee-40d5-9db9-3b98cd153515
NABARD-P1-ENGLISH-2020,ENG-2020-Q057,d95e9552-a183-4d9f-a142-705d2274e94c
NABARD-P1-ENGLISH-2020,ENG-2020-Q059,8d5e305d-555d-4f55-ad59-2716a6423ef0
NABARD-P1-ENGLISH-2020,ENG-2020-Q052,d208a82a-f934-46aa-986d-7c1a5d2e8d1d
NABARD-P1-ENGLISH-2020,ENG-2020-Q054,66aa5d78-6b7a-4d3d-a7ef-13bf60d48851
NABARD-P1-ENGLISH-2020,ENG-2020-Q056,1ff5ec23-1725-4a3f-be79-bd68b4ec6033
NABARD-P1-ENGLISH-2020,ENG-2020-Q058,0b96eb2e-1ff3-4041-9ade-a620893bd342
NABARD-P1-ENGLISH-2020,ENG-2020-Q060,c815efcc-30c2-4bac-b33b-6f6d37550675
NABARD-P1-ENGLISH-2021,ENG-2021-Q022,a42a3da0-d7a1-4656-97ab-7f69a60344be
NABARD-P1-ENGLISH-2021,ENG-2021-Q024,54096259-8a98-48a7-99cf-075fdd9d7fda
NABARD-P1-ENGLISH-2021,ENG-2021-Q026,11d8c0ec-74a9-4108-93f2-23779e0d7fef
NABARD-P1-ENGLISH-2021,ENG-2021-Q021,b0d23dc8-e319-4bc3-b450-cd88ead7c5e3
NABARD-P1-ENGLISH-2021,ENG-2021-Q023,dee865ef-584e-46da-8b56-64992ed4228c
NABARD-P1-ENGLISH-2021,ENG-2021-Q025,e077e82e-cfae-4044-b169-828312cc596c
NABARD-P1-ENGLISH-2021,ENG-2021-Q027,6c68ac19-fa11-40a8-9f51-a93a2c1757ca
NABARD-P1-ENGLISH-2021,ENG-2021-Q029,05c13c40-2fad-401f-9397-1344a0a31e1d
NABARD-P1-ENGLISH-2021,ENG-2021-Q031,cdfea42f-b084-4fe6-a647-9355a5e69095
NABARD-P1-ENGLISH-2021,ENG-2021-Q028,453e2789-f8bd-4bd7-8b03-5b8c8b4f1775
NABARD-P1-ENGLISH-2021,ENG-2021-Q030,a22932f3-424c-4188-9fb2-86a19fd42d05
NABARD-P1-ENGLISH-2021,ENG-2021-Q032,a2fec4b8-0d5a-4422-9664-560be984dfc2
NABARD-P1-ENGLISH-2021,ENG-2021-Q034,1bcee6cf-00e2-4a9b-8891-1de1021749b3
NABARD-P1-ENGLISH-2021,ENG-2021-Q036,2307e194-17ef-4281-8d1e-8e571d571756
NABARD-P1-ENGLISH-2021,ENG-2021-Q038,9bf25b72-a341-486e-8a77-f843ff4c984d
NABARD-P1-ENGLISH-2021,ENG-2021-Q033,fb9a75c5-9f2e-4021-ab96-fe35e2ec5f3d
NABARD-P1-ENGLISH-2021,ENG-2021-Q035,26f2214a-396b-49f5-b897-82a920c597ba
NABARD-P1-ENGLISH-2021,ENG-2021-Q037,46a6b305-9753-4654-9ea7-8dde0b275ae2
NABARD-P1-ENGLISH-2021,ENG-2021-Q039,42cc4c66-234e-4f28-9b75-9adcac138322
NABARD-P1-ENGLISH-2021,ENG-2021-Q040,1e486b85-d614-4bac-9caf-befa8bb0bc5a
NABARD-P1-ENGLISH-2021,ENG-2021-Q042,408fe91f-5e6e-4e03-8f33-85c5cb6aebfe
NABARD-P1-ENGLISH-2021,ENG-2021-Q044,84c184c6-163b-4801-b7f1-260511df741e
NABARD-P1-ENGLISH-2021,ENG-2021-Q041,65a49fb4-0a57-4cd9-b5a9-30e9557e0989
NABARD-P1-ENGLISH-2021,ENG-2021-Q043,54816637-1bc1-43d4-ac1f-8f90a78c1769
NABARD-P1-ENGLISH-2021,ENG-2021-Q045,e2a43faa-0ccc-4b3b-8747-94a13912947e
NABARD-P1-ENGLISH-2021,ENG-2021-Q047,38220cb7-3bb5-4856-9618-6f70dc1ba4ad
NABARD-P1-ENGLISH-2021,ENG-2021-Q046,0ef3ba8b-9c2e-4219-96ca-ccad305226f9
NABARD-P1-ENGLISH-2021,ENG-2021-Q048,a5288d11-fb0d-41d7-87cf-7428a292923c
NABARD-P1-ENGLISH-2021,ENG-2021-Q049,88d055ed-e448-488b-8b14-a021c4c7b5fc
NABARD-P1-ENGLISH-2021,ENG-2021-Q050,7441e502-f502-4b73-a2fa-ad87fda34a23
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q070,d500d6b7-1fcd-4e43-a228-97597cfdc825
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q052,a675fa48-9c53-4ffb-ab74-84bfee9c3359
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q054,2ae68794-8fac-4dbe-96f8-c4905d7e662d
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q056,8bdf6a98-1f9d-46f6-bf08-df6d4b1b2544
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q058,876ead89-b00c-4f5a-80e3-9d503e19b374
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q051,4c7d432e-701e-432e-80c4-683c7a25c467
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q053,560e7790-94d6-4eb4-acc0-455690f9d4c4
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q055,cde5d4d5-2cfc-4f97-9764-d6dd91d032ff
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q057,7c105c68-2648-43bf-9ddf-67ce095ccbd7
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q059,3efb874f-9733-414f-b626-55fe68c6a113
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q061,140a61e1-5209-4422-9e15-90dabe759032
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q063,5bbb0092-1b5b-4e67-affc-05f65aa964c6
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q065,c0fce2ef-77d8-40ab-b0a3-c6f8a033de02
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q067,2c3bf592-4302-45a0-b9f1-0c1278e5e0ee
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q069,ca1bcee2-8a30-4318-8eaf-f99d8f1b4862
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q060,9712aaa9-d0b2-42e9-a58f-409f9c7d0f5d
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q062,d8041c18-ce48-48f8-9b2a-0f37204a4a2e
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q064,1a6b53d5-abca-4365-a83f-535020beb980
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q066,0877f97f-ba62-4500-bac3-2c5f5c2dfdae
NABARD-P1-COMPUTER-KNOWLEDGE-2021,CK-2021-Q068,342da8b5-918a-4171-813f-4dcbe46a456b
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q002,96449894-5cde-4924-b4e3-347525bda4fe
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q004,48839413-69cc-448e-8ce7-16c8ac788b32
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q006,305aed32-d8a0-4388-8a70-19c52ef607c3
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q001,efbe96ea-46f2-4e9a-a2a2-b27427668c3f
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q003,6df0d6cb-b68e-49d8-a5e0-53f0d34de7a4
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q005,92a09478-688c-4d44-8f52-e2558d0c2322
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q007,642e2461-a3ee-47fa-84fc-bcdbf7ab1882
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q009,4e773b82-deb9-4368-ac22-8dbfde9e7811
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q011,29dc2488-83b8-4141-a612-d8896ca5ae89
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q008,c49050cf-ba84-42e9-ade9-e2cb674eb7bf
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q010,e9d2df1f-0935-4220-983d-1f054f9396e2
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q012,71c4132b-cb66-46a1-bab0-78ebcc81d0b9
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q013,64e96ac6-e489-4713-a383-bcf98a77d8e1
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q014,0c686c66-d842-4cca-9b2a-e12e441816d8
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q015,f82bd3e3-e9a9-418c-bbf6-92a735d25aad
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q016,6b81e5e0-26f2-40ed-9248-d369a225d7cb
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q018,7825c9d1-8330-4a66-b439-d992d86af69f
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q017,0b8a597c-f4c5-47f4-91f6-99927725f2c5
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q019,296ce26e-130f-42f8-91c7-7aa0723d205a
NABARD-P1-COMPUTER-KNOWLEDGE-2023,CK-2023-Q020,5ba59b15-d9a4-48d1-ab9a-6c2d2bcb8d41
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q081,9cd0d22a-f774-4a65-80ad-daddaaaf8f51
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q082,ad35fd9c-9d72-4452-9255-36e06331c61e
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q084,464bfe1b-4aca-4c8c-87d2-1e8141dcd5fa
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q083,5770e862-0c96-4c14-a3f6-9fe8120781c9
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q085,1bb2aa73-f379-4e6d-a093-342faeba21d1
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q086,c82001b2-a1e8-4948-9a41-a74a67761135
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q088,b3c7bcbc-af01-49be-ac8e-c10880b8c348
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q090,6d5970ed-02a6-498b-a369-ba5237711657
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q087,724d6c0d-7042-4651-bcb0-243168398c11
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q089,7a7fa215-fde7-4b0d-8628-b7d3d17dc549
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q091,2f2a19b1-38f2-4aa8-8e3f-4f3178253145
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q092,4ecef4cd-28ef-4812-b6d9-7668e437e327
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q093,573547fd-46a6-4b36-a019-6fff961282bd
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q094,c2e9f69b-e00d-4d7f-9958-7b8825f916c8
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q095,13876959-8027-44e7-9d2c-4d42552d5522
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q097,957a457f-e9f4-4d64-a3e4-6ba3644bd91a
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q099,b933bf34-4d8b-4809-b13a-3e1943daf248
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q096,e112cad4-7e93-45a4-86e4-72e1c3558d58
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q098,1c79cfcb-f6bc-4c90-98e9-2e5c7e3aeb34
NABARD-P1-QUANTITATIVE-APTITUDE-2020,QA-2020-Q100,456179ad-cfa9-4d1b-a80d-1b22167cd1b8
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q002,a1acaaf0-303b-458e-bc80-b04c53f32b83
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q004,7f4a8748-115d-4a09-ac85-d69e1ed5c1eb
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q006,a0516c3a-369e-45c5-819b-1a57bef025a4
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q001,e228eed5-f29e-46ee-80ce-291b9f9a05e2
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q011,378c068e-ca7a-48cd-bc62-56bac359c50b
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q003,ca06959b-96e2-4fd3-9767-be4e540c3e11
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q005,1b045273-3a34-4d00-9c74-9023e14430fb
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q007,fb60e1be-897e-4ec1-af91-253c9179bb32
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q009,f10d8605-0d2c-429d-a611-fe3da029aa43
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q013,b36cd03a-fba4-4876-927c-2031f70c6ae5
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q015,0d839d28-7553-486c-aa01-250105b64607
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q017,f051d65b-3ab1-4697-9a74-9bfd8bcda4fa
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q019,28667b72-f580-4e43-9daf-7e8e24b40e46
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q008,4d9d19c9-1792-4ae4-a2be-f13a0bc2ecd0
NABARD-P1-QUANTITATIVE-APTITUDE-2023,QA-2023-Q010,bbf50998-34da-4065-8363-74a55599d1db
